stem,trufor_score,map_npy_path
test_attack_digital_3_huawei_arabic-024_03,0.8537907004356384,E:\PycharmProjects\DocVerify\sota_comparison\trufor_finetuned_output\test_attack_digital_3_huawei_arabic-024_03_map.npy
test_attack_digital_3_huawei_arabic-139_03,0.8985434174537659,E:\PycharmProjects\DocVerify\sota_comparison\trufor_finetuned_output\test_attack_digital_3_huawei_arabic-139_03_map.npy
test_attack_digital_3_huawei_arabic-NF-1040,0.6919392347335815,E:\PycharmProjects\DocVerify\sota_comparison\trufor_finetuned_output\test_attack_digital_3_huawei_arabic-NF-1040_map.npy
test_attack_digital_3_huawei_arabic-NM-1029,0.6950554847717285,E:\PycharmProjects\DocVerify\sota_comparison\trufor_finetuned_output\test_attack_digital_3_huawei_arabic-NM-1029_map.npy
test_attack_digital_3_huawei_chinese-001_03,0.4083344042301178,E:\PycharmProjects\DocVerify\sota_comparison\trufor_finetuned_output\test_attack_digital_3_huawei_chinese-001_03_map.npy
test_attack_digital_3_huawei_chinese-01_0019_000-06d51424_0,0.9104946255683899,E:\PycharmProjects\DocVerify\sota_comparison\trufor_finetuned_output\test_attack_digital_3_huawei_chinese-01_0019_000-06d51424_0_map.npy
test_attack_digital_3_huawei_chinese-01_0034_000-9b26d58c_0,0.7764810919761658,E:\PycharmProjects\DocVerify\sota_comparison\trufor_finetuned_output\test_attack_digital_3_huawei_chinese-01_0034_000-9b26d58c_0_map.npy
test_attack_digital_3_huawei_chinese-081_03,0.5831161141395569,E:\PycharmProjects\DocVerify\sota_comparison\trufor_finetuned_output\test_attack_digital_3_huawei_chinese-081_03_map.npy
test_attack_digital_3_huawei_chinese-102_03,0.6424892544746399,E:\PycharmProjects\DocVerify\sota_comparison\trufor_finetuned_output\test_attack_digital_3_huawei_chinese-102_03_map.npy
test_attack_digital_3_huawei_chinese-142_03,0.5733864903450012,E:\PycharmProjects\DocVerify\sota_comparison\trufor_finetuned_output\test_attack_digital_3_huawei_chinese-142_03_map.npy
test_attack_digital_3_huawei_chinese-NF-1101,0.5756034255027771,E:\PycharmProjects\DocVerify\sota_comparison\trufor_finetuned_output\test_attack_digital_3_huawei_chinese-NF-1101_map.npy
test_attack_digital_3_huawei_chinese-NM-1092,0.47409069538116455,E:\PycharmProjects\DocVerify\sota_comparison\trufor_finetuned_output\test_attack_digital_3_huawei_chinese-NM-1092_map.npy
test_attack_digital_3_huawei_french-01_0070_000-a4a25cda_0,0.599668562412262,E:\PycharmProjects\DocVerify\sota_comparison\trufor_finetuned_output\test_attack_digital_3_huawei_french-01_0070_000-a4a25cda_0_map.npy
test_attack_digital_3_huawei_french-091_03,0.9211699962615967,E:\PycharmProjects\DocVerify\sota_comparison\trufor_finetuned_output\test_attack_digital_3_huawei_french-091_03_map.npy
test_attack_digital_3_huawei_french-097_03,0.7463374733924866,E:\PycharmProjects\DocVerify\sota_comparison\trufor_finetuned_output\test_attack_digital_3_huawei_french-097_03_map.npy
test_attack_digital_3_huawei_french-128_03,0.6967387795448303,E:\PycharmProjects\DocVerify\sota_comparison\trufor_finetuned_output\test_attack_digital_3_huawei_french-128_03_map.npy
test_attack_digital_3_huawei_french-NF-1063,0.9271616339683533,E:\PycharmProjects\DocVerify\sota_comparison\trufor_finetuned_output\test_attack_digital_3_huawei_french-NF-1063_map.npy
test_attack_digital_3_huawei_indian-014_03,0.7283394932746887,E:\PycharmProjects\DocVerify\sota_comparison\trufor_finetuned_output\test_attack_digital_3_huawei_indian-014_03_map.npy
test_attack_digital_3_huawei_indian-037_03,0.8895247578620911,E:\PycharmProjects\DocVerify\sota_comparison\trufor_finetuned_output\test_attack_digital_3_huawei_indian-037_03_map.npy
test_attack_digital_3_huawei_persian-01_0092_000-fad05fcd_1,0.9363549947738647,E:\PycharmProjects\DocVerify\sota_comparison\trufor_finetuned_output\test_attack_digital_3_huawei_persian-01_0092_000-fad05fcd_1_map.npy
test_attack_digital_3_huawei_persian-NF-1031,0.8472424745559692,E:\PycharmProjects\DocVerify\sota_comparison\trufor_finetuned_output\test_attack_digital_3_huawei_persian-NF-1031_map.npy
test_attack_digital_3_huawei_persian-NF-1043,0.4868123233318329,E:\PycharmProjects\DocVerify\sota_comparison\trufor_finetuned_output\test_attack_digital_3_huawei_persian-NF-1043_map.npy
